,Dataset Name,Number of samples,Original Number of features,Filtering Algorithm,Learning algorithm,Number of features selected (K),CV Method,Fold,Measure Type,Measure Value,List of Selected Features Names,Selected Features scores
216,toy_example,80,44,RFE_wrapper,LogisticRegression(),100,Leave-one-out,2,ACC,,,
217,toy_example,80,44,relieff_wrapper,LogisticRegression(),100,Leave-one-out,2,ACC,,,
218,toy_example,80,44,relaxed_lasso_wrapper,LogisticRegression(),100,Leave-one-out,2,ACC,,,
219,toy_example,80,44,mrmr_wrapper,LogisticRegression(),100,Leave-one-out,2,ACC,,,
220,toy_example,80,44,f_classif_wrapper,KNeighborsClassifier(),1,Leave-one-out,2,ACC,0.671875,,
221,toy_example,80,44,RFE_wrapper,KNeighborsClassifier(),1,Leave-one-out,2,ACC,0.46875,,
222,toy_example,80,44,relieff_wrapper,KNeighborsClassifier(),1,Leave-one-out,2,ACC,0.671875,,
223,toy_example,80,44,relaxed_lasso_wrapper,KNeighborsClassifier(),1,Leave-one-out,2,ACC,,,
224,toy_example,80,44,mrmr_wrapper,KNeighborsClassifier(),1,Leave-one-out,2,ACC,0.578125,,
225,toy_example,80,44,f_classif_wrapper,KNeighborsClassifier(),2,Leave-one-out,2,ACC,0.71875,,
226,toy_example,80,44,RFE_wrapper,KNeighborsClassifier(),2,Leave-one-out,2,ACC,0.578125,,
227,toy_example,80,44,relieff_wrapper,KNeighborsClassifier(),2,Leave-one-out,2,ACC,0.703125,,
228,toy_example,80,44,relaxed_lasso_wrapper,KNeighborsClassifier(),2,Leave-one-out,2,ACC,,,
229,toy_example,80,44,mrmr_wrapper,KNeighborsClassifier(),2,Leave-one-out,2,ACC,0.609375,,
230,toy_example,80,44,f_classif_wrapper,KNeighborsClassifier(),3,Leave-one-out,2,ACC,0.671875,,
231,toy_example,80,44,RFE_wrapper,KNeighborsClassifier(),3,Leave-one-out,2,ACC,0.515625,,
232,toy_example,80,44,relieff_wrapper,KNeighborsClassifier(),3,Leave-one-out,2,ACC,0.65625,,
233,toy_example,80,44,relaxed_lasso_wrapper,KNeighborsClassifier(),3,Leave-one-out,2,ACC,,,
234,toy_example,80,44,mrmr_wrapper,KNeighborsClassifier(),3,Leave-one-out,2,ACC,0.671875,,
235,toy_example,80,44,f_classif_wrapper,KNeighborsClassifier(),4,Leave-one-out,2,ACC,0.71875,,
236,toy_example,80,44,RFE_wrapper,KNeighborsClassifier(),4,Leave-one-out,2,ACC,0.671875,,
237,toy_example,80,44,relieff_wrapper,KNeighborsClassifier(),4,Leave-one-out,2,ACC,0.703125,,
238,toy_example,80,44,relaxed_lasso_wrapper,KNeighborsClassifier(),4,Leave-one-out,2,ACC,,,
239,toy_example,80,44,mrmr_wrapper,KNeighborsClassifier(),4,Leave-one-out,2,ACC,0.65625,,
240,toy_example,80,44,f_classif_wrapper,KNeighborsClassifier(),5,Leave-one-out,2,ACC,0.71875,,
241,toy_example,80,44,RFE_wrapper,KNeighborsClassifier(),5,Leave-one-out,2,ACC,0.671875,,
242,toy_example,80,44,relieff_wrapper,KNeighborsClassifier(),5,Leave-one-out,2,ACC,0.71875,,
243,toy_example,80,44,relaxed_lasso_wrapper,KNeighborsClassifier(),5,Leave-one-out,2,ACC,,,
244,toy_example,80,44,mrmr_wrapper,KNeighborsClassifier(),5,Leave-one-out,2,ACC,0.65625,,
245,toy_example,80,44,f_classif_wrapper,KNeighborsClassifier(),10,Leave-one-out,2,ACC,0.734375,,
246,toy_example,80,44,RFE_wrapper,KNeighborsClassifier(),10,Leave-one-out,2,ACC,0.734375,,
247,toy_example,80,44,relieff_wrapper,KNeighborsClassifier(),10,Leave-one-out,2,ACC,0.71875,,
248,toy_example,80,44,relaxed_lasso_wrapper,KNeighborsClassifier(),10,Leave-one-out,2,ACC,,,
249,toy_example,80,44,mrmr_wrapper,KNeighborsClassifier(),10,Leave-one-out,2,ACC,0.640625,,
250,toy_example,80,44,f_classif_wrapper,KNeighborsClassifier(),15,Leave-one-out,2,ACC,0.703125,,
251,toy_example,80,44,RFE_wrapper,KNeighborsClassifier(),15,Leave-one-out,2,ACC,0.703125,,
252,toy_example,80,44,relieff_wrapper,KNeighborsClassifier(),15,Leave-one-out,2,ACC,0.734375,,
253,toy_example,80,44,relaxed_lasso_wrapper,KNeighborsClassifier(),15,Leave-one-out,2,ACC,,,
254,toy_example,80,44,mrmr_wrapper,KNeighborsClassifier(),15,Leave-one-out,2,ACC,0.671875,,
255,toy_example,80,44,f_classif_wrapper,KNeighborsClassifier(),20,Leave-one-out,2,ACC,0.71875,,
256,toy_example,80,44,RFE_wrapper,KNeighborsClassifier(),20,Leave-one-out,2,ACC,0.734375,,
257,toy_example,80,44,relieff_wrapper,KNeighborsClassifier(),20,Leave-one-out,2,ACC,0.703125,,
258,toy_example,80,44,relaxed_lasso_wrapper,KNeighborsClassifier(),20,Leave-one-out,2,ACC,,,
259,toy_example,80,44,mrmr_wrapper,KNeighborsClassifier(),20,Leave-one-out,2,ACC,0.78125,,
260,toy_example,80,44,f_classif_wrapper,KNeighborsClassifier(),30,Leave-one-out,2,ACC,0.765625,,
261,toy_example,80,44,RFE_wrapper,KNeighborsClassifier(),30,Leave-one-out,2,ACC,0.71875,,
262,toy_example,80,44,relieff_wrapper,KNeighborsClassifier(),30,Leave-one-out,2,ACC,0.765625,,
263,toy_example,80,44,relaxed_lasso_wrapper,KNeighborsClassifier(),30,Leave-one-out,2,ACC,,,
264,toy_example,80,44,mrmr_wrapper,KNeighborsClassifier(),30,Leave-one-out,2,ACC,0.734375,,
265,toy_example,80,44,f_classif_wrapper,KNeighborsClassifier(),50,Leave-one-out,2,ACC,,,
266,toy_example,80,44,RFE_wrapper,KNeighborsClassifier(),50,Leave-one-out,2,ACC,,,
267,toy_example,80,44,relieff_wrapper,KNeighborsClassifier(),50,Leave-one-out,2,ACC,,,
268,toy_example,80,44,relaxed_lasso_wrapper,KNeighborsClassifier(),50,Leave-one-out,2,ACC,,,
269,toy_example,80,44,mrmr_wrapper,KNeighborsClassifier(),50,Leave-one-out,2,ACC,,,
270,toy_example,80,44,f_classif_wrapper,KNeighborsClassifier(),100,Leave-one-out,2,ACC,,,
271,toy_example,80,44,RFE_wrapper,KNeighborsClassifier(),100,Leave-one-out,2,ACC,,,
272,toy_example,80,44,relieff_wrapper,KNeighborsClassifier(),100,Leave-one-out,2,ACC,,,
273,toy_example,80,44,relaxed_lasso_wrapper,KNeighborsClassifier(),100,Leave-one-out,2,ACC,,,
274,toy_example,80,44,mrmr_wrapper,KNeighborsClassifier(),100,Leave-one-out,2,ACC,,,
275,toy_example,80,44,f_classif_wrapper,GaussianNB(),1,Leave-one-out,2,AUC,0.7450980392156863,,
276,toy_example,80,44,RFE_wrapper,GaussianNB(),1,Leave-one-out,2,AUC,0.5892156862745098,,
277,toy_example,80,44,relieff_wrapper,GaussianNB(),1,Leave-one-out,2,AUC,0.7450980392156863,,
278,toy_example,80,44,relaxed_lasso_wrapper,GaussianNB(),1,Leave-one-out,2,AUC,,,
279,toy_example,80,44,mrmr_wrapper,GaussianNB(),1,Leave-one-out,2,AUC,0.7411764705882353,,
280,toy_example,80,44,f_classif_wrapper,GaussianNB(),2,Leave-one-out,2,AUC,0.7186274509803923,,
281,toy_example,80,44,RFE_wrapper,GaussianNB(),2,Leave-one-out,2,AUC,0.6215686274509804,,
282,toy_example,80,44,relieff_wrapper,GaussianNB(),2,Leave-one-out,2,AUC,0.7588235294117647,,
283,toy_example,80,44,relaxed_lasso_wrapper,GaussianNB(),2,Leave-one-out,2,AUC,,,
284,toy_example,80,44,mrmr_wrapper,GaussianNB(),2,Leave-one-out,2,AUC,0.7147058823529412,,
285,toy_example,80,44,f_classif_wrapper,GaussianNB(),3,Leave-one-out,2,AUC,0.7352941176470588,,
286,toy_example,80,44,RFE_wrapper,GaussianNB(),3,Leave-one-out,2,AUC,0.6196078431372549,,
287,toy_example,80,44,relieff_wrapper,GaussianNB(),3,Leave-one-out,2,AUC,0.7352941176470589,,
288,toy_example,80,44,relaxed_lasso_wrapper,GaussianNB(),3,Leave-one-out,2,AUC,,,
289,toy_example,80,44,mrmr_wrapper,GaussianNB(),3,Leave-one-out,2,AUC,0.7549019607843137,,
290,toy_example,80,44,f_classif_wrapper,GaussianNB(),4,Leave-one-out,2,AUC,0.780392156862745,,
291,toy_example,80,44,RFE_wrapper,GaussianNB(),4,Leave-one-out,2,AUC,0.6176470588235294,,
292,toy_example,80,44,relieff_wrapper,GaussianNB(),4,Leave-one-out,2,AUC,0.7784313725490197,,
293,toy_example,80,44,relaxed_lasso_wrapper,GaussianNB(),4,Leave-one-out,2,AUC,,,
294,toy_example,80,44,mrmr_wrapper,GaussianNB(),4,Leave-one-out,2,AUC,0.7372549019607844,,
295,toy_example,80,44,f_classif_wrapper,GaussianNB(),5,Leave-one-out,2,AUC,0.807843137254902,,
296,toy_example,80,44,RFE_wrapper,GaussianNB(),5,Leave-one-out,2,AUC,0.7568627450980392,,
297,toy_example,80,44,relieff_wrapper,GaussianNB(),5,Leave-one-out,2,AUC,0.8176470588235294,,
298,toy_example,80,44,relaxed_lasso_wrapper,GaussianNB(),5,Leave-one-out,2,AUC,,,
299,toy_example,80,44,mrmr_wrapper,GaussianNB(),5,Leave-one-out,2,AUC,0.7254901960784313,,
300,toy_example,80,44,f_classif_wrapper,GaussianNB(),10,Leave-one-out,2,AUC,0.8156862745098039,,
301,toy_example,80,44,RFE_wrapper,GaussianNB(),10,Leave-one-out,2,AUC,0.7509803921568627,,
302,toy_example,80,44,relieff_wrapper,GaussianNB(),10,Leave-one-out,2,AUC,0.7980392156862746,,
303,toy_example,80,44,relaxed_lasso_wrapper,GaussianNB(),10,Leave-one-out,2,AUC,,,
304,toy_example,80,44,mrmr_wrapper,GaussianNB(),10,Leave-one-out,2,AUC,0.8705882352941177,,
305,toy_example,80,44,f_classif_wrapper,GaussianNB(),15,Leave-one-out,2,AUC,0.7941176470588236,,
306,toy_example,80,44,RFE_wrapper,GaussianNB(),15,Leave-one-out,2,AUC,0.8352941176470587,,
307,toy_example,80,44,relieff_wrapper,GaussianNB(),15,Leave-one-out,2,AUC,0.8156862745098039,,
308,toy_example,80,44,relaxed_lasso_wrapper,GaussianNB(),15,Leave-one-out,2,AUC,,,
309,toy_example,80,44,mrmr_wrapper,GaussianNB(),15,Leave-one-out,2,AUC,0.8745098039215686,,
310,toy_example,80,44,f_classif_wrapper,GaussianNB(),20,Leave-one-out,2,AUC,0.8098039215686275,,
311,toy_example,80,44,RFE_wrapper,GaussianNB(),20,Leave-one-out,2,AUC,0.7843137254901961,,
312,toy_example,80,44,relieff_wrapper,GaussianNB(),20,Leave-one-out,2,AUC,0.803921568627451,,
313,toy_example,80,44,relaxed_lasso_wrapper,GaussianNB(),20,Leave-one-out,2,AUC,,,
314,toy_example,80,44,mrmr_wrapper,GaussianNB(),20,Leave-one-out,2,AUC,0.8450980392156862,,
315,toy_example,80,44,f_classif_wrapper,GaussianNB(),30,Leave-one-out,2,AUC,0.8235294117647058,,
316,toy_example,80,44,RFE_wrapper,GaussianNB(),30,Leave-one-out,2,AUC,0.8215686274509805,,
317,toy_example,80,44,relieff_wrapper,GaussianNB(),30,Leave-one-out,2,AUC,0.8607843137254902,,
318,toy_example,80,44,relaxed_lasso_wrapper,GaussianNB(),30,Leave-one-out,2,AUC,,,
319,toy_example,80,44,mrmr_wrapper,GaussianNB(),30,Leave-one-out,2,AUC,0.8215686274509804,,
320,toy_example,80,44,f_classif_wrapper,GaussianNB(),50,Leave-one-out,2,AUC,,,
321,toy_example,80,44,RFE_wrapper,GaussianNB(),50,Leave-one-out,2,AUC,,,
322,toy_example,80,44,relieff_wrapper,GaussianNB(),50,Leave-one-out,2,AUC,,,
323,toy_example,80,44,relaxed_lasso_wrapper,GaussianNB(),50,Leave-one-out,2,AUC,,,
324,toy_example,80,44,mrmr_wrapper,GaussianNB(),50,Leave-one-out,2,AUC,,,
325,toy_example,80,44,f_classif_wrapper,GaussianNB(),100,Leave-one-out,2,AUC,,,
326,toy_example,80,44,RFE_wrapper,GaussianNB(),100,Leave-one-out,2,AUC,,,
327,toy_example,80,44,relieff_wrapper,GaussianNB(),100,Leave-one-out,2,AUC,,,
328,toy_example,80,44,relaxed_lasso_wrapper,GaussianNB(),100,Leave-one-out,2,AUC,,,
329,toy_example,80,44,mrmr_wrapper,GaussianNB(),100,Leave-one-out,2,AUC,,,
330,toy_example,80,44,f_classif_wrapper,SVC(),1,Leave-one-out,2,AUC,,,
331,toy_example,80,44,RFE_wrapper,SVC(),1,Leave-one-out,2,AUC,,,
332,toy_example,80,44,relieff_wrapper,SVC(),1,Leave-one-out,2,AUC,,,
333,toy_example,80,44,relaxed_lasso_wrapper,SVC(),1,Leave-one-out,2,AUC,,,
334,toy_example,80,44,mrmr_wrapper,SVC(),1,Leave-one-out,2,AUC,,,
335,toy_example,80,44,f_classif_wrapper,SVC(),2,Leave-one-out,2,AUC,,,
336,toy_example,80,44,RFE_wrapper,SVC(),2,Leave-one-out,2,AUC,,,
337,toy_example,80,44,relieff_wrapper,SVC(),2,Leave-one-out,2,AUC,,,
338,toy_example,80,44,relaxed_lasso_wrapper,SVC(),2,Leave-one-out,2,AUC,,,
339,toy_example,80,44,mrmr_wrapper,SVC(),2,Leave-one-out,2,AUC,,,
340,toy_example,80,44,f_classif_wrapper,SVC(),3,Leave-one-out,2,AUC,,,
341,toy_example,80,44,RFE_wrapper,SVC(),3,Leave-one-out,2,AUC,,,
342,toy_example,80,44,relieff_wrapper,SVC(),3,Leave-one-out,2,AUC,,,
343,toy_example,80,44,relaxed_lasso_wrapper,SVC(),3,Leave-one-out,2,AUC,,,
344,toy_example,80,44,mrmr_wrapper,SVC(),3,Leave-one-out,2,AUC,,,
345,toy_example,80,44,f_classif_wrapper,SVC(),4,Leave-one-out,2,AUC,,,
346,toy_example,80,44,RFE_wrapper,SVC(),4,Leave-one-out,2,AUC,,,
347,toy_example,80,44,relieff_wrapper,SVC(),4,Leave-one-out,2,AUC,,,
348,toy_example,80,44,relaxed_lasso_wrapper,SVC(),4,Leave-one-out,2,AUC,,,
349,toy_example,80,44,mrmr_wrapper,SVC(),4,Leave-one-out,2,AUC,,,
350,toy_example,80,44,f_classif_wrapper,SVC(),5,Leave-one-out,2,AUC,,,
351,toy_example,80,44,RFE_wrapper,SVC(),5,Leave-one-out,2,AUC,,,
352,toy_example,80,44,relieff_wrapper,SVC(),5,Leave-one-out,2,AUC,,,
353,toy_example,80,44,relaxed_lasso_wrapper,SVC(),5,Leave-one-out,2,AUC,,,
354,toy_example,80,44,mrmr_wrapper,SVC(),5,Leave-one-out,2,AUC,,,
355,toy_example,80,44,f_classif_wrapper,SVC(),10,Leave-one-out,2,AUC,,,
356,toy_example,80,44,RFE_wrapper,SVC(),10,Leave-one-out,2,AUC,,,
357,toy_example,80,44,relieff_wrapper,SVC(),10,Leave-one-out,2,AUC,,,
358,toy_example,80,44,relaxed_lasso_wrapper,SVC(),10,Leave-one-out,2,AUC,,,
359,toy_example,80,44,mrmr_wrapper,SVC(),10,Leave-one-out,2,AUC,,,
360,toy_example,80,44,f_classif_wrapper,SVC(),15,Leave-one-out,2,AUC,,,
361,toy_example,80,44,RFE_wrapper,SVC(),15,Leave-one-out,2,AUC,,,
362,toy_example,80,44,relieff_wrapper,SVC(),15,Leave-one-out,2,AUC,,,
363,toy_example,80,44,relaxed_lasso_wrapper,SVC(),15,Leave-one-out,2,AUC,,,
364,toy_example,80,44,mrmr_wrapper,SVC(),15,Leave-one-out,2,AUC,,,
365,toy_example,80,44,f_classif_wrapper,SVC(),20,Leave-one-out,2,AUC,,,
366,toy_example,80,44,RFE_wrapper,SVC(),20,Leave-one-out,2,AUC,,,
367,toy_example,80,44,relieff_wrapper,SVC(),20,Leave-one-out,2,AUC,,,
368,toy_example,80,44,relaxed_lasso_wrapper,SVC(),20,Leave-one-out,2,AUC,,,
369,toy_example,80,44,mrmr_wrapper,SVC(),20,Leave-one-out,2,AUC,,,
370,toy_example,80,44,f_classif_wrapper,SVC(),30,Leave-one-out,2,AUC,,,
371,toy_example,80,44,RFE_wrapper,SVC(),30,Leave-one-out,2,AUC,,,
372,toy_example,80,44,relieff_wrapper,SVC(),30,Leave-one-out,2,AUC,,,
373,toy_example,80,44,relaxed_lasso_wrapper,SVC(),30,Leave-one-out,2,AUC,,,
374,toy_example,80,44,mrmr_wrapper,SVC(),30,Leave-one-out,2,AUC,,,
375,toy_example,80,44,f_classif_wrapper,SVC(),50,Leave-one-out,2,AUC,,,
376,toy_example,80,44,RFE_wrapper,SVC(),50,Leave-one-out,2,AUC,,,
377,toy_example,80,44,relieff_wrapper,SVC(),50,Leave-one-out,2,AUC,,,
378,toy_example,80,44,relaxed_lasso_wrapper,SVC(),50,Leave-one-out,2,AUC,,,
379,toy_example,80,44,mrmr_wrapper,SVC(),50,Leave-one-out,2,AUC,,,
380,toy_example,80,44,f_classif_wrapper,SVC(),100,Leave-one-out,2,AUC,,,
381,toy_example,80,44,RFE_wrapper,SVC(),100,Leave-one-out,2,AUC,,,
382,toy_example,80,44,relieff_wrapper,SVC(),100,Leave-one-out,2,AUC,,,
383,toy_example,80,44,relaxed_lasso_wrapper,SVC(),100,Leave-one-out,2,AUC,,,
384,toy_example,80,44,mrmr_wrapper,SVC(),100,Leave-one-out,2,AUC,,,
385,toy_example,80,44,f_classif_wrapper,RandomForestClassifier(),1,Leave-one-out,2,AUC,0.7529411764705882,,
386,toy_example,80,44,RFE_wrapper,RandomForestClassifier(),1,Leave-one-out,2,AUC,0.5931372549019607,,
387,toy_example,80,44,relieff_wrapper,RandomForestClassifier(),1,Leave-one-out,2,AUC,0.7529411764705882,,
388,toy_example,80,44,relaxed_lasso_wrapper,RandomForestClassifier(),1,Leave-one-out,2,AUC,,,
389,toy_example,80,44,mrmr_wrapper,RandomForestClassifier(),1,Leave-one-out,2,AUC,0.7401960784313726,,
390,toy_example,80,44,f_classif_wrapper,RandomForestClassifier(),2,Leave-one-out,2,AUC,0.7078431372549019,,
391,toy_example,80,44,RFE_wrapper,RandomForestClassifier(),2,Leave-one-out,2,AUC,0.6735294117647058,,
392,toy_example,80,44,relieff_wrapper,RandomForestClassifier(),2,Leave-one-out,2,AUC,0.7519607843137255,,
393,toy_example,80,44,relaxed_lasso_wrapper,RandomForestClassifier(),2,Leave-one-out,2,AUC,,,
394,toy_example,80,44,mrmr_wrapper,RandomForestClassifier(),2,Leave-one-out,2,AUC,0.6941176470588235,,
395,toy_example,80,44,f_classif_wrapper,RandomForestClassifier(),3,Leave-one-out,2,AUC,0.7196078431372549,,
396,toy_example,80,44,RFE_wrapper,RandomForestClassifier(),3,Leave-one-out,2,AUC,0.6784313725490196,,
397,toy_example,80,44,relieff_wrapper,RandomForestClassifier(),3,Leave-one-out,2,AUC,0.7392156862745098,,
398,toy_example,80,44,relaxed_lasso_wrapper,RandomForestClassifier(),3,Leave-one-out,2,AUC,,,
399,toy_example,80,44,mrmr_wrapper,RandomForestClassifier(),3,Leave-one-out,2,AUC,0.7696078431372548,,
400,toy_example,80,44,f_classif_wrapper,RandomForestClassifier(),4,Leave-one-out,2,AUC,0.7607843137254902,,
401,toy_example,80,44,RFE_wrapper,RandomForestClassifier(),4,Leave-one-out,2,AUC,0.7098039215686274,,
402,toy_example,80,44,relieff_wrapper,RandomForestClassifier(),4,Leave-one-out,2,AUC,0.7294117647058824,,
403,toy_example,80,44,relaxed_lasso_wrapper,RandomForestClassifier(),4,Leave-one-out,2,AUC,,,
404,toy_example,80,44,mrmr_wrapper,RandomForestClassifier(),4,Leave-one-out,2,AUC,0.7607843137254902,,
405,toy_example,80,44,f_classif_wrapper,RandomForestClassifier(),5,Leave-one-out,2,AUC,0.7823529411764705,,
406,toy_example,80,44,RFE_wrapper,RandomForestClassifier(),5,Leave-one-out,2,AUC,0.8196078431372549,,
407,toy_example,80,44,relieff_wrapper,RandomForestClassifier(),5,Leave-one-out,2,AUC,0.7823529411764706,,
408,toy_example,80,44,relaxed_lasso_wrapper,RandomForestClassifier(),5,Leave-one-out,2,AUC,,,
409,toy_example,80,44,mrmr_wrapper,RandomForestClassifier(),5,Leave-one-out,2,AUC,0.6823529411764706,,
410,toy_example,80,44,f_classif_wrapper,RandomForestClassifier(),10,Leave-one-out,2,AUC,0.792156862745098,,
411,toy_example,80,44,RFE_wrapper,RandomForestClassifier(),10,Leave-one-out,2,AUC,0.7960784313725491,,
412,toy_example,80,44,relieff_wrapper,RandomForestClassifier(),10,Leave-one-out,2,AUC,0.723529411764706,,
413,toy_example,80,44,relaxed_lasso_wrapper,RandomForestClassifier(),10,Leave-one-out,2,AUC,,,
414,toy_example,80,44,mrmr_wrapper,RandomForestClassifier(),10,Leave-one-out,2,AUC,0.8372549019607844,,
415,toy_example,80,44,f_classif_wrapper,RandomForestClassifier(),15,Leave-one-out,2,AUC,0.780392156862745,,
416,toy_example,80,44,RFE_wrapper,RandomForestClassifier(),15,Leave-one-out,2,AUC,0.8254901960784313,,
417,toy_example,80,44,relieff_wrapper,RandomForestClassifier(),15,Leave-one-out,2,AUC,0.7607843137254902,,
418,toy_example,80,44,relaxed_lasso_wrapper,RandomForestClassifier(),15,Leave-one-out,2,AUC,,,
419,toy_example,80,44,mrmr_wrapper,RandomForestClassifier(),15,Leave-one-out,2,AUC,0.8313725490196078,,
420,toy_example,80,44,f_classif_wrapper,RandomForestClassifier(),20,Leave-one-out,2,AUC,0.7745098039215687,,
421,toy_example,80,44,RFE_wrapper,RandomForestClassifier(),20,Leave-one-out,2,AUC,0.8254901960784313,,
422,toy_example,80,44,relieff_wrapper,RandomForestClassifier(),20,Leave-one-out,2,AUC,0.7745098039215685,,
423,toy_example,80,44,relaxed_lasso_wrapper,RandomForestClassifier(),20,Leave-one-out,2,AUC,,,
